Art17_FLAaggloID,ReportNetEnvelopeFileId,flarepCode,aggCode,aggName,flaggComments,flaggEUFund,flaggEUFundName,flaggExpecDateCompletion,flaggExpecDateStart,flaggExpecDateStartWork,flaggExpLoad,flaggExpLoadColl,flaggExpLoadIAS,flaggInv,flaggLoan,flaggLoanName,flaggMeasures,flaggOtherFund,flaggOtherFundName,flaggReasons,flaggStatus
1551,26865,RO05,ROAG_33523,"Lesu (Lesu, Lunca Lesului)",,0,,20201231,20171231,20181231,2969,100,0,0,0,,"Extension of  collecting system in Le?u 
Construction of collecting system in Lunca Le?ului ",,,NR,PD
1554,26865,RO05,ROAG_34164,Parva (Parva),,9,185,20201231,20171231,20181231,2959,66,34,9,0,,Extension of collecting system in Parva,,,NR,PD
1558,26865,RO05,ROAG_33346,"Ilva Mare (Ilva Mare,  Ivaneasa)",,11,185,20191231,20161231,20171231,2500,60,40,11,0,,Extension of collecting system in Ilva Mare,,,NR,PD
1561,26865,RO05,ROAG_32937,"Cetate (Satu Nou, Orheiu Bistritei, Petris)",,1,185,20201231,20171231,20181231,2510,100,0,1,0,,Construction of sewage collecting system in Cetate,,,NR,PD
1566,26865,RO05,ROAG_33131,"Chiuza (Chiuza, Piatra, Sasarm, Mires)",,1,185,20201231,20171231,20181231,2000,100,0,1,0,,Construction of sewage collecting system in Chiuza,,,NR,PD
1570,26865,RO05,ROAG_33186,Cosbuc (Cosbuc),,3,185,20201231,20171231,20181231,2200,91,9,3,0,,Extension of collecting system in Co?buc,,,NR,PD
1666,26999,BG5,BGAG06306_00,Breznitsa,,,,20231231,20201231,20201231,,,,1.6,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1671,26999,BG5,BGAG06481_00,Brestovene,,,,20231231,20201231,20201231,,,,9.3,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1573,26865,RO05,ROAG_139713,"Zalau (Zalau, Stana)",,189,185,20201231,20171231,20181231,68601,100,0,189,0,,Rehabilitation and extension of the collecting system in Zalãu,,,low collecting rate of the urban waste waters,NC
1577,26865,RO05,ROAG_139893,"Simleu Silvaniei (Simleu Silvaniei, Bicu, Cehei, Pusta)+ Pericei (Pericei, Badacin, Periceiu Mic, Sici)",,47,185,20171231,20141231,20151231,20025,66,34,60,0,,"Rehabilitation of sewage network, rehabilitation of main collector in ?imleu Silvaniei ",13,National budget ,low collecting rate of the urban waste waters,NC
1581,26865,RO05,ROAG_139820,"Jibou (Jibou, Cuceu, Husia, Rona, Var)",,45,185,20201231,20171231,20181231,11892,100,0,45,0,,"Extension of the discharge pipes, new pumping stations, extension of sewage network in Jibou 
Rehabilitation of sewage network, pumping stations and main collector
Construction of sewege network in  Some? Odorhei",,,low collecting rate of the urban waste waters,NC
1585,26865,RO05,ROAG_139759,"Cehu Silvaniei (Cehu Silvaniei, Horoatu Cehului, Motis, Nadis, Ulciug)",,25,185,20191231,20161231,20171231,11748,46,54,25,0,,"Rehabilitation of the collecting system in Cehu Silvaniei
Extention of discharge pipe and sewage network, new pumping stations in Cehu Silvaniei",,,low collecting rate of the urban waste waters,NC
1589,26865,RO05,ROAG_142890,"Sarmasag (Sarmasag, Ilisua, Lompirt, Moiad, Poiana Magurii, Tarmure)",,41,185,20191231,20161231,20171231,8472,59,41,41,0,,"Extension of sewage network in Sarmasag
Construction of sewage network in  Ili?ua and Lompirt
Construction of sewage network in Bobota and Derºida",,,NR,PD
1593,26865,RO05,ROAG_140636,"Crasna (Crasna, Huseni, Marin, Ratin)",,0,,20171231,20141231,20151231,5764,52,48,17,0,,"Construction of sewage network in Huteni and Ratin
Extension of sewage network in Crasna and Marin",17,National budget ,NR,PD
1597,26865,RO05,ROAG_142783,"Surduc (Surduc, Braglez, Cristoltel, Solona, Testioara, Tihau, Turbuta)",,0,,20191231,20161231,20171231,2598,92,8,0,0,,Construction of sewage network in Surduc and Tihau,,,NR,PD
1600,26865,RO05,ROAG_140333,"Bocsa (Bocsa, Borla, Campia Salaj, Salajeni)+ Chiesd (Chiesd, Colonia Sighetului, Sighetu Silvaniei)",,0,,20171231,20141231,20151231,4930,32,68,0,0,,Extension of wastewater sewage network in Boc?a,,,NR,PD
1609,26865,RO05,ROAG_140556,"Cizer (Cizer, Plesca, Pria)",,0,,20191231,20161231,20171231,2466,100,0,0,0,,"Construction of sewage collecting system in Cizer, Plesca and Pria ",,,NR,PD
1613,26865,RO05,ROAG_143030,"Varsolt (Varsolt, Recea, Recea Mica)",,0,,20171231,20141231,20151231,2239,100,0,1,0,,Construction of sewage network in Vârºolþ and Recea Micã,1,National budget ,NR,PD
1617,26865,RO05,ROAG_136492,Satu Mare + Botiz + Odoreu + Paulesti + Vetis + Lazuri(parte) + Dorolt,,52,185,20171231,20141231,20151231,163802,100,0,60,0,,"Construction of the collecting system in Botiz
Construction of the collecting system in Apateu/ Culciu
Construction of the collecting system in Dorolt, Dara, Petea, Atea
Construction of the collecting system in Peles, Bercu, Nisipeni,Noroieni, Pelisor / Lazuri
Construction of the collecting system in Babasesti, Potau / Mediesu-Aurit
Construction of the collecting system in Berindan, Martinesti / Odoreu
Extension of the collecting system in Petin, Ama?i, Hrip and Ru?eni/Pãule?ti
Extension of the collecting system in Vetis and Oar",8,National budget ,low collecting rate of the urban waste waters,NC
1621,26865,RO05,ROAG_136535,"Carei (Carei, Foieni, Capleni) + Berveni (Berveni, Lucaceni) + Camin (Camin) + Ciumesti (Ciumesti, Horea) + Sanislau (Sanislau, Berea) ",,125,185,20171231,20141231,20151231,41346,65,35,134,0,,"Rehabilitation and extension of sewage collecting system in Carei 
Construction of sewage collecting system in Ghenci/Cãua?
Construction of sewage collecting system in Ciumesti and Berea
Construction of sewage collecting system  Sanislau, Horea, Marna Noua
Construction of sewage collecting system in Tiream,Vezendiu, Portita
Construction of sewage collecting system in Urziceni, Urziceni Padure",8,National budget ,low collecting rate of the urban waste waters,NC
1802,26999,BG5,BGAG18280_00,Galabovo,,,,20231231,20201231,20201231,,,,0.86,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1899,26865,RO05,ROAG_12153,Sagu,,0,185,20201231,20171231,20180601,2175,98,0,0,0,,"Extension of the sewage collection system (3,5 Km)",0,National and local budget,NR,PD
2313,26865,RO05,ROAG_102428,Curcani,,0,,20191231,20151231,20161231,5139,100,0,4,0,,Construction of a new sewage treatment works,4,National and local budget,NR,PD
1625,26865,RO05,ROAG_136606,"Negresti Oas + Certeze (Certeze, Huta Certeze, Moiseni)",,0,,20221231,20210721,20201231,14473,90,10,0,0,,"Extension of the collecting system in Negre?ti Oa?
Construction of sewage collecting system in Luna/Negre?ti Oa?",,,low collecting rate of the urban waste waters,NC
2009,26865,RO05,ROAG_158118,Periam,,0,,20201231,20140101,20150101,4722,96.52,1.48,6,0,,"Extension of sewerage network 16,984 Km",6,National and local budget,NR,PD
2316,26865,RO05,ROAG_101010,Baneasa,,4,184,20191231,20151231,20161231,5055,100,0,4,0,,Construction of a new sewage treatment works,0,,NR,PD
2318,26865,RO05,ROAG_101859,Ciocanesti,,0,,20161231,20111231,20121231,4963,100,0,2,0,,Construction of a new sewage treatment works,2,National and local budget,NR,PD
1626,26999,BG5,BGAG03928_00,Berkovitsa,Project to be implemented after regional feasibility study,1.47,Cohesion fund,20231231,20201231,20201231,,,,1.73,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1630,26865,RO05,ROAG_137773,"Halmeu (Halmeu, Babesti, Cidreag, Dobolt, Mesteacan)+ Turulung (Turulung , Draguseni, Turulung Vii) + Porumbesti",,151,185,20171231,20141231,20151231,12981,47,53,161,0,,"Extension of the collecting system in Halmeu and Turulung
Construction of sewage collecting system in Draguseni 
Construction of sewage collecting system in Dabolt and Babesti
Construction of sewage collecting system in Porumbesti and Cidreag",10,National budget ,low collecting rate of the urban waste waters,NC
1636,26865,RO05,ROAG_137078_01,Trip,,0,,20191231,20161231,20171231,8709,71,29,0,0,,"Construction of sewage collecting system in Bixad, Trip and Boinesti",,,NR,PD
1639,26865,RO05,ROAG_139189,"Turt (Turt, Turt Bai, Gherta Mare)",,65,185,20191231,20161231,20171231,6546,41,59,65,0,,Extension of the collecting system in Tur? and Gherta Mare,,,NR,PD
1644,26865,RO05,ROAG_138093,"Mediesu Aurit (Mediesu Aurit, Babasesti, Iojib, Mediesu Raturi, Medies Vii, Potau, Romanest )",,34,185,20191231,20161231,20171231,5322,58,42,34,0,,"Extension of the collecting system in Medie?u-Aurit
Construction of sewage collecting system in Romanesti and Iojib",,,NR,PD
1649,26865,RO05,ROAG_138048,"Livada (Livada, Adrian, Dumbrava, Livada Mica)",,0,,20191231,20161231,20171231,8004,62,38,0,0,,"Rehabilitation and Extension of the collecting system in Livada  
Construction of sewage collecting system in Livada Mica and Dumbrava",,,NR,PD
1652,26865,RO05,ROAG_138360,Orasu Nou (Prilog),,0,,20201231,20171231,20181231,5194,40,60,0,0,,"Construction of sewage collecting system in Medies-Raturi and Medies Vii
Construction of sewage collecting system in Orasu Nou, Orasu Nou Vii, Prilog, Prilog Vii and Remetea Oasului",,,NR,PD
1654,26999,BG5,BGAG05815_00,Botevgrad,Project to be implemented after regional feasibility study,0.93,Cohesion fund,20231231,20190207,20190207,,,,1.09,,,Building of a collecting system or IAS,,,"Absence of collection and IAS, discharge of untreated wastewater",NC
1657,26865,RO05,ROAG_136857,"Ardud (Ardud, Madaras, Baba Novac, Gereusa, Ardud Vii)",,0,,20191231,20161231,20171231,6720,97,3,0,0,,"Extension of the collecting system in Ardud
Construction of sewage collecting system in Madaras, Ardud-Vii, Gerausa, Saratura",,,NR,PD
1661,26865,RO05,ROAG_137238,"Calinesti Oas (Coca, Lechinta)",,0,,20191231,20161231,20171231,5755,43,57,0,0,," Extension of the collecting system in Cãline?ti Oa?
Construction of sewage collecting system in Lechinta, Coca and Pasunea",,,NR,PD
1665,26865,RO05,ROAG_138930_02,Supuru de Jos,,0,,20171231,20141231,20151231,3460,86,14,1,0,,"Construction of sewage collecting system in Supuru de Jos, Dobra, Hurezu",1,National budget ,NR,PD
1814,26999,BG5,BGAG20331_00,Debren,,,,20231231,20201231,20201231,,,,0.28,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1958,26999,BG5,BGAG39970_00,Krumovgrad,,,,20231231,20201231,20201231,,,,0.35,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1668,26865,RO05,ROAG_138217,"Moftinu (Moftinu Mic, Domanesti, Ghilvaci, Moftinu Mare)",,0,,20191231,20161231,20171231,4472,67,33,0,0,,"Construction of sewage collecting system in Moftinu Mare, Moftinu Mic, Domanesti, Ghilvaci, Ghilvaci Gara, sanmiclau, Ghirolt, Istrau",,,NR,PD
1673,26865,RO05,ROAG_136928,Batarci (Comlausa),,83,185,20191231,20161231,20171231,4451,83,17,83,0,,"Construction of sewage collecting system in Bãtarci, Tamaseni, Sirlau and Comlausa",,,NR,PD
1677,26865,RO05,ROAG_137559_01,Caraseu,,43,185,20191231,20161231,20171231,6072,100,0,43,0,,"Extension of the collecting system in Cãrã?eu and Lipau/Culciu
Construction of sewage collecting system in Culciu Mare, Corod and Culciu Mic
Extension of the collecting system in Valea Vinului, Rosiori and Marius",,,NR,PD
1681,26865,RO05,ROAG_138173,"Micula (Micula, Bercu Nou, Micula Noua) + Agris ( Agris, Ciuperceni) + Lazuri (Nisipeni, Bercu)",,0,,20191231,20161231,20171231,4377,100,0,0,0,,"Extension of the collecting system in Micula
Construction of sewage collecting system in Micula Noua and Bercu Nou",,,NR,PD
1686,26865,RO05,ROAG_139018,"Tarna Mare (Tarna Mare, Bocicau, Valea Seaca) + Batarci (Batarci, Comlausa, Tamaseni, Sirlau)",,35,185,20191231,20161231,20171231,2306,100,0,35,0,,"Extension of the collecting system in Tarna Mare
Construction of sewage collecting system in Bocicau and Valea Seaca",,,NR,PD
1691,26865,RO05,ROAG_139349,"Vama (Vama) + Racsa (Racsa, Racsa Vii) + Orasu Nou (Orasu Nou, Orasu Nou Vii, Prilog, Prilog Viic, Remetea Oasului)",,274,185,20191231,20161231,20171231,7414,51,49,274,0,," Extension of the collecting system in Rac?a 
Construction of sewage collecting system in Vama",,,NR,PD
1696,26865,RO05,ROAG_137041,Berveni,,0,,20171231,20141231,20151231,4052,100,0,5,0,,Construction of sewage collecting system in Berveni and Lucãceni ,5,National budget ,NR,PD
1701,26865,RO05,ROAG_137755,"Gherta Mica (Gherta Mica) + Calinesti Oas (Calinesti Oas, Coca, Lechinta, Pasunea Mare)",,37,185,20191231,20161231,20171231,3700,91,9,37,0,,Extension of the collecting system in Gher?a Micã,,,NR,PD
1705,26865,RO05,ROAG_137149,"Bogdand (Bogdand, Babta, Corund, Ser)",,0,,20191231,20161231,20171231,2469,97,3,0,0,," Construction of sewage collecting system in Bogdand, Corund and Ser",,,NR,PD
1708,26865,RO05,ROAG_139401,"Viile Satu Mare (Viile Satu Mare, Cionchesti, Medisa, Tataresti, Tireac)",,0,,20191231,20161231,20171231,4150,60,40,0,0,," Extension of the collecting system in Viile Satu Mare
Construction of sewage collecting system in Cionchesti, Tataresti, Tireac, Medisa",,,NR,PD
1710,26999,BG5,BGAG07598_00,Byala,Project to be implemented after regional feasibility study,3.61,Cohesion fund,20231231,20190207,20190207,,,,4.25,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1712,26865,RO05,ROAG_139152,Tarsolt,,85,185,20191231,20161231,20171231,6459,87,13,85,0,," Construction of sewage collecting system in Camarzana
Construction of sewage collecting system in Tarsolt and Aliceni",,,NR,PD
1713,26999,BG5,BGAG07603_00,Byala,,,,20161231,20140101,20140101,,,,0,,,Building of a collecting system or IAS,,,"Absence of collection and IAS, discharge of untreated wastewater",NC
1780,26865,RO05,ROAG_106791,Cavnic (Cavnic),,35,185,20191231,20161231,20171231,5100,76,24,35,0,,Extension of the collecting system in Cavnic ,,,NR,PD
1812,26999,BG5,BGAG20242_00,Debelets,,,,20231231,20201231,20201231,,,,14.04,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1872,26865,RO05,ROAG_106639,Sarasau (Sarasau),,0,,20191231,20161231,20171231,2238,89,11,0,0,,Construction of the collecting system in  Sarasãu,,,NR,PD
1930,26999,BG5,BGAG36837_00,Kilifarevo,,,,20231231,20201231,20201231,,,,4.61,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1936,26999,BG5,BGAG37491_00,Kovachevo,,,,20231231,20201231,20201231,,,,8.49,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1676,26999,BG5,BGAG06505_00,Brestovitsa,,,,20231231,20201231,20201231,,,,10.92,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1680,26999,BG5,BGAG06848_00,Buzovgrad,,,,20231231,20201231,20201231,,,,2.89,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1684,26999,BG5,BGAG06999_00,Bukovlak,,,,20231231,20201231,20201231,,,,11.03,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1688,26999,BG5,BGAG07079_00,Burgas,Project to be implemented after regional feasibility study,3.77,Cohesion fund,20231231,20190207,20190207,,,,4.44,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1690,26999,BG5,BGAG07079_03,Sarafovo (Burgas),,,,20231231,20201231,20201231,,,,1.42,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1693,26999,BG5,BGAG07079_05,Banevo-Vetren-Mineralni bani (Burgas),,,,20161231,20140101,20140101,,,,0,,,Building of a collecting system or IAS,,,"Absence of collection and IAS, discharge of untreated wastewater",NC
1698,26999,BG5,BGAG07079_06,kv. Kraimorie (Burgas),,,,20231231,20201231,20201231,,,,7.27,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1702,26999,BG5,BGAG07116_00,Butan,,,,20231231,20201231,20201231,,,,11.68,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1706,26999,BG5,BGAG07140_00,Buhovo,,,,20231231,20201231,20201231,,,,9.52,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1733,26999,BG5,BGAG10803_00,Vetovo,,,,20231231,20201231,20201231,,,,15.38,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1716,26865,RO05,ROAG_137853,"Hodod (Hodod, Giurtelecu Hododului, Lelei, Nadisu Hododului)",,0,,20191231,20161231,20171231,2837,92,8,0,0,,"Construction of sewage collecting system in Hodod, Nadisu Hododului, Necopoi",,,NR,PD
1720,26865,RO05,ROAG_136811,"Apa (Apa, Someseni) ",,7,185,20191231,20161231,20171231,3192,78,22,7,0,,"Extension of the collecting system in Apa
Construction of sewage collecting system in Some?eni/Apa",,,NR,PD
1726,26865,RO05,ROAG_136722,"Acis (Acis, Mihaieni)",,0,,20171231,20141231,20151231,2719,100,0,10,0,,Construction of sewage collecting system in Acâ?,10,National budget ,NR,PD
1731,26865,RO05,ROAG_58026,Agris,,1,EARDF,20171231,20141231,20151231,2403,50,50,1,0,,"Construction of sewage collecting system in Agris, Agrisu Nou and Ciuperceni ",,,NR,PD
1734,26865,RO05,ROAG_137620,"Doba (Doba, Boghis, Dacia, Paulian, Traian)",,18,185,20191231,20161231,20171231,3353,39,61,18,0,,"Construction of sewage collecting system in Doba, Boghis, Traian, Dacia and Paulian",,,NR,PD
1738,26865,RO05,ROAG_137112,"Barsau (Barsau, Barsaul de Jos)",,0,,20171231,20141231,20151231,2980,100,0,0,0,, Extension of the collecting system in Bârsãu de Sus and  Bârsãu de Jos,,,NR,PD
1741,26865,RO05,ROAG_138627,"Pomi (Pomi, Aciua, Bicau, Borlesti)",,0,,20191231,20161231,20171231,2422,99,1,0,0,," Construction of sewage collecting system in Pomi, Bolesti, Aciua",,,NR,PD
1744,26865,RO05,ROAG_106327,"Baia Mare (Baia Mare, Firiza, Blidari, Valea Neagra) + Baia Sprie (Baia Sprie, Chiuzbaia, Tautii de Sus, Satu Nou de Sus)",,304,185,20201231,20171231,20181231,217838,75,25,304,0,,"Rehabilitation and extension of the collecting system in Baia Mare 
Extension of the collecting system in Valea Neagrã, Baia Sprie, Chiuzbaia, Recea, Lãpu?el, Mocira and Bozânta Micã  ",,,low collecting rate of the urban waste waters,NC
1747,26865,RO05,ROAG_106568,"Sighetu Marmatiei (Sighetu Marmatiei, Valea Cufundoasa, Iapa, Lazu Baciului, Sugau, Valea Hotarului)",,83,185,20171231,20141231,20151231,45471,100,0,88,0,,"Extension and rehabilitation of the collecting system in Sighetu Marma?iei
Construction of the collecting system. Bocicoiu Mare and Vadu Izei",5,National budget ,low collecting rate of the urban waste waters,NC
1750,26865,RO05,ROAG_106755,"Borsa (Borsa, Baia Borsa)",,0,,20221231,20210721,20201231,37300,32,68,0,0,,Extension and rehabilitation of the collecting system in Bor?a and Moisei,,,low collecting rate of the urban waste waters,NC
1753,26865,RO05,ROAG_106988,"Viseu de Sus (Viseu de Sus, Viseu de Mijloc)",,60,185,20171231,20141231,20151231,20200,100,0,69,0,,Extension and rehabilitation of the collecting system in Vi?eu  de Sus ,9,National budget ,low collecting rate of the urban waste waters,NC
1819,26865,RO05,ROAG_108883,Sacel (Sacel),,0,,20191231,20161231,20171231,3500,86,14,0,0,,Construction of the collecting system in Sãcel,,,NR,PD
1825,26865,RO05,ROAG_107528,"Budesti (Budesti, Sarbi)",,0,,20191231,20161231,20171231,3055,82,18,0,0,,Construction of the collecting system in Bude?ti,,,NR,PD
1833,26865,RO05,ROAG_108954,Sapanta (Sapanta),,0,,20191231,20161231,20171231,2903,76,24,0,0,,Construction of the collecting system in Sãpân?a,,,NR,PD
2341,26865,RO05,ROAG_152911,Draganesti-Vlasca        ,,2,185,20191231,20151231,20161231,4266,100,0,2,0,,Extension of the sewage network and construction of a new pumping station,0,,NR,PD
2344,26865,RO05,ROAG_152243,Bragadiru,,0,,20191231,20151231,20161231,4198,100,0,6,0,,Extension of the sewagew network and pumping station,6,National and local budget,NR,PD
2346,26865,RO05,ROAG_17860,Pietrosani,,0,,20171231,20131231,20141231,4175,100,0,9,0,,Extension of the collecting system and building of a new pumping station,9,National and local budget,NR,PD
2347,26865,RO05,ROAG_68299,Nucet,,1,184,20191231,20151231,20161231,4119,100,0,2,0,,Construction of a new seawge network and pumping station and extension of the sewage network,1,National and local budget,NR,PD
2353,26865,RO05,ROAG_13944,Albota,,0,,20171231,20131231,20141231,3943,100,0,17,0,,Extension of the collecting system and building of a new pumping station,17,National and local budget,NR,PD
2355,26865,RO05,ROAG_154594,Tatarestii de Jos,,0,,20161231,20111231,20121231,3899,100,0,3,0,,Extension of the sewage network and pumping station,3,National and local budget,NR,PD
2357,26865,RO05,ROAG_15750,Corbeni ,,0,,20171231,20131231,20141231,3889,100,0,7,0,,Construction of a new sewage treatment works and new pumping station,7,National and local budget,NR,PD
2358,26865,RO05,ROAG_15910,Cosesti ,,0,,20141231,20101231,20111231,3889,100,0,10,0,,Extension of the collecting system and pumping station,10,National and local budget,NR,PD
2362,26865,RO05,ROAG_14762,Bradulet,,0,,20191231,20151231,20161231,3795,100,0,4,0,,Rehabilitation of the sewage network; Extension of the collecting system and pumping station; ,4,National and local budget,NR,PD
2621,26865,RO05,ROAG_167990,Dragasani,,3,185,20181231,20141129,20150403,21700,100,0,4,0,,Connection to sewer,0,National and local budget;                                ,without tertiary treatment                  collection and treatment rates (% l.e ) are lower than the rates of compliance,NC
3478,26865,RO05,ROAG_76585,Independenta,,4,185,20181231,20141231,20141231,5280,100,0,4,0,,Construction  of the sewage collection system  (26 km),0,,NR,PD
3663,26865,RO05,ROAG_96192_01,Coropceni,,1,185,20201231,20141231,20141231,2100,95.45,4.55,1,0,,"Construction  of the sewage collection system (6,6 km pipelines)",0,,NR,PD
1823,26999,BG5,BGAG20746_00,Dzhebel,,,,20231231,20201231,20201231,,,,1.27,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1826,26999,BG5,BGAG21912_00,Dolni chiflik,,,,20231231,20201231,20201231,,,,4.29,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1829,26999,BG5,BGAG22006_00,Dolna Banya,,,,20231231,20201231,20201231,,,,1.34,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1717,26999,BG5,BGAG07702_00,Byala Slatina,Project to be implemented after regional feasibility study,3.99,Cohesion fund,20231231,20190207,20190207,,,,4.69,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1721,26999,BG5,BGAG10135_00,Varna,Project to be implemented after regional feasibility study,3.21,Cohesion fund,20231231,20190207,20190207,,,,3.78,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1724,26999,BG5,BGAG10447_00,Veliko Tarnovo,Project to be implemented after regional feasibility study,0.2,Cohesion fund,20231231,20201231,20201231,,,,0.23,,,Building of a collecting system or IAS,,,"Absence of collection and IAS, discharge of untreated wastewater",NC
1729,26999,BG5,BGAG10450_00,Velingrad,Project to be implemented after regional feasibility study,3.63,Cohesion fund,20231231,20190207,20190207,,,,4.27,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1736,26999,BG5,BGAG10820_00,Vetren,,,,20231231,20201231,20201231,,,,0.87,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1755,26999,BG5,BGAG12499_00,Vylkosel,,,,20231231,20201231,20201231,,,,2.27,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1785,26999,BG5,BGAG16359_00,G. Oryahovitsa-Lyaskovec,Project to be implemented after regional feasibility study,4.17,Cohesion fund,20231231,20190207,20190207,,,,4.91,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1796,26999,BG5,BGAG18099_00,Gulyantsi,,,,20231231,20201231,20201231,,,,10.78,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1805,26999,BG5,BGAG18505_00,Glozhene,,,,20231231,20201231,20201231,,,,10.47,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1871,26999,BG5,BGAG27190_00,Elena,,,,20231231,20201231,20201231,,,,4.97,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1756,26865,RO05,ROAG_106826,"Targu Lapus (Targu Lapus, Boiereni, Borcut, Cufoaia, Damacuseni, Dobricu Lapusului, Dumbrava, Fantanele, Groape, Inau, Razoare, Rogoz, Rohia, Stoiceni)",,71,185,20191231,20161231,20171231,11801,64,36,71,0,,Rehabilitation and Extension of the collecting system in Târgu Lãpu?,,,low collecting rate of the urban waste waters,NC
1758,26999,BG5,BGAG12543_00,Vylchedrym,,,,20231231,20201231,20201231,,,,13.95,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1761,26999,BG5,BGAG12766_00,Vyrbica,,,,20231231,20201231,20201231,,,,11.88,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1763,26999,BG5,BGAG12961_00,Varshets,,,,20231231,20201231,20201231,,,,0.79,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1766,26999,BG5,BGAG14218_00,Gabrovo,Project to be implemented after regional feasibility study,1.1,Cohesion fund,20231231,20190207,20190207,,,,1.29,,,Building of a collecting system or IAS,,,"Absence of collection and IAS, discharge of untreated wastewater",NC
1768,26999,BG5,BGAG14386_00,Galata,,,,20231231,20201231,20201231,,,,9.03,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1772,26999,BG5,BGAG14711_00,General Toshevo,Project to be implemented after regional feasibility study,8.36,Cohesion fund,20231231,20201231,20201231,,,,9.84,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1775,26999,BG5,BGAG14831_00,German,,,,20231231,20201231,20201231,,,,9.48,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1778,26999,BG5,BGAG15151_00,Glodzhevo,,,,20231231,20201231,20201231,,,,11.67,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1781,26999,BG5,BGAG15309_00,Godech,,,,20231231,20201231,20201231,,,,10.52,,,Building of a collecting system or IAS,,,Absence of collection and IAS,NC
1757,26865,RO05,ROAG_108972,"Seini (Seini, Sabisa, Viile Apei)",,63,185,20201231,20171231,20181231,10955,84,16,63,0,,"Extension and rehabilitation of the collecting system in Seini, Sabisa and Viile Apei
Construction of the collecting system in Ilba and Handalu Ilbei ",,,low collecting rate of the urban waste waters,NC
1760,26865,RO05,ROAG_108482,Poienile de Sub Munte (Poienile de Sub Munte),,98,185,20201231,20171231,20181231,14850,77,23,98,0,,Construction of the collecting system in Poienile de sub Munte and Repedea,,,absence of collection and IAS,NC
1764,26865,RO05,ROAG_109185,"Somcuta Mare (Somcuta Mare, Buciumi, Buteasa, Ciolt, Codru Butesii, Finteusu Mare, Hovrila, Valenii Somcutei)",,76,185,20171231,20141231,20151231,7340,60,40,83,0,,"Extension of the collecting system in ?omcuta Mare and Buciumi
Construction of the collecting system in  Berchez / Remetea Chioarului ",7,National budget ,NR,PD
1767,26865,RO05,ROAG_106470,"Tautii Magherausi ((Tautii Magheraus, Baita, Bozanta Mare, Busag, Merisor, Ulmoasa, Nistru)",,92,185,20191231,20161231,20171231,8126,100,0,92,0,,"Extension of the collecting system in Tãu?ii Mãgherãu?
Construction of the collecting system in Cicãrlãu and Bârgãu",,,NR,PD
1770,26865,RO05,ROAG_109274,"Ulmeni (Ulmeni, Arduzel, Chelinta, Manau, Somes-Uileac, Tohat, Ticau, Vicea)",,69,185,20171231,20141231,20151231,7400,81,19,83,0,,"Extension of the collecting system in Arduzel, Mânãu, Vicea and Some?-Uileac / Ulmeni",13,National budget ,NR,PD
1771,26865,RO05,ROAG_109050,"Suciu de Sus (Suciu de Sus, Larga, Suciu de Jos)",,0,,20191231,20161231,20171231,3869,90,10,0,0,,Construction of the collecting system in  Suciu de Sus,,,NR,PD
