Art17_FLAUWWTPID,ReportNetEnvelopeFileId,flatpComments,flatpEUFund,flatpEUFundName,flatpExpCapacity,flatpExpecDateCompletion,flatpExpecDatePerformance,flatpExpecDateStart,flatpExpecDateStartWork,flatpExpecTreatment,flatpExpLoad,flatpExpLoadTruck,flatpInv,flatpLoan,flatpLoanName,flatpMeasures,flatpOtherFund,flatpOtherFundName,flatpReasons,flatpStatus,repCode,uwwCode,uwwName
3003,26865,,0,CF,4812,20201231,20211231,20121231,20131231,3NP,4000,0,0,0,,Facilities for sludge,0,,NR,P,,ROWP_89570_01,ROWP SC APA PROD  SA-Suc Geoagiu
2992,26865,,0,,3190,20171231,20181231,20121231,20131231,2,2900,0,0,0,,Building /extesion of the treatment plant for nutrient removal,0,National and local budgets,NR,P,,ROWP_88001_01,ROWP PRIMARIA  BARU 
2994,26865,,0,,3190,20171231,20181231,20121231,20131231,2,2900,0,1,0,,Building /extesion of the treatment plant for nutrient removal,1,National and local budgets,NR,P,,ROWP_88001_02,ROWP Primaria BARU MARE - Sat LIVADIA
2996,26865,,0,,5927,20171231,20181231,20121231,20131231,2,5388,0,0,0,,Building /extesion of the treatment plant for nutrient removal,0,National and local budgets,NR,P,,ROWP_8835_01,ROWP APA CTTA SA P.L. VINTU DE JOS
2997,26865,,1,CF,2200,20201231,20211231,20121231,20131231,1,2000,0,1,0,,Rehabilitation of the WWTP in Bretea Strei- Plopi,0,,NR,P,,ROWP_88653_01,ROWP APA PROD SA CO HATEG P.L. BRETEA ROMANA
2999,26865,,0,,1157,20171231,20181231,20121231,20131231,1,1052,0,0,0,,Building /extesion of the treatment plant for nutrient removal,0,National and local budgets,NR,P,,ROWP_88653_02,ROWP SC APA PROD  SA Suc Hateg -ev Plopi Bretea Romana
3221,26865,,0,,2600,20191231,20201231,20161231,20171231,2,2600,0,12,,,New  WWTP MB Necopoi/Homoroade,12,National budget,NR,P,,ROWP_137906,ROWP Homoroade
3223,26865,,0,,3300,20191231,20201231,20161231,20171231,2,3300,0,2,,,New WWTP in Certeze,2,National budget,NR,P,,ROWP_137416,ROWP Certeze 
3016,26865,,1,CF,3914,20201231,20211231,20121231,20131231,2,3557,0,1,0,,Rehabilitation of the WWTP in Santamaria-Orlea and Subcetate; construction of facilities for the sludge,0,,NR,P,,ROWP_91241_06_01,ROWP SC APA PROD  SA C.O. Deva - P.L.SANTAMARIA ORLEA
3018,26865,,0,,10000,20171231,20181231,20121231,20131231,3NP,2820,35,2,0,,Building /extesion of the treatment plant for nutrient removal,2,National and local budgets,NR,P,,ROWP_9501_01,ROWP SC COMPANIA DE APA   St de epuare Oras Curtici 
3020,26865,,1,CF,16000,20201231,20211231,20121231,20131231,3NP,9655,0,1,0,,Rehabilitation of the WWTP in Lipova,0,,NR,P,,ROWP_9583_01,ROWP SC COMPANIA DE APA ARAD - Lipova st ep
3022,26865,,0,,9000,20171231,20181231,20121231,20131231,1,8138,0,2,0,,Building /extesion of the treatment plant for nutrient removal,2,National and local budgets,NR,P,,ROWP_9636_01,ROWP COMPANIA DE APA ARAD SA  Nadlac
3117,26865,,0,EARDF,2000,20201231,20211231,20171231,20181231,2,2000,0,0,,,New WWTP in Cosbuc,,,NR,P,,ROWP_33186,ROWP Cosbuc 
3024,26865,,0,,123000,20171231,20181231,20121231,20131231,2,3685,0,1,0,,Building /extesion of the treatment plant for nutrient removal,1,National and local budgets,NR,P,,ROWPI_143780_01,ROWPI SC SOMETRA SA
3026,26865,,3,CF,12750,20151231,20161231,20101231,20111231,3NP,12699,0,3,0,,Construction of  Wastewater Treatment Plant for Harsova,0,,Absence of  waste water treatment ,P,,ROWP_60810_01,ROWP RAJA Sector Harsova
3028,26865,,2,CF,6500,20171231,20181231,20151231,20161231,2,6448,0,2,0,,Construction of  Wastewater Treatment Plant for Cobadin,0,,Absence of  waste water treatment ,P,,ROWP_61327_01,ROWP Cobadin
3030,26865,,0,,7000,20171231,20181231,20151231,20161231,2,5856,0,1,0,,Construction of  Wastewater Treatment Plant for Sarichioi,1,National and local budget,Absence of  waste water treatment ,P,,ROWP_161188_01,ROWP Sarichioi
3032,26865,,1,CF,50000,20171231,20181231,20151231,20161231,2,5689,0,1,0,,Construction of  Wastewater Treatment Plant for Corbu,0,,Absence of  waste water treatment ,P,,ROWP_61522_01,ROWP Corbu
3033,26865,,3,ERDF,110000,20171231,20181231,20151231,20161231,2,5483,0,3,0,,It will connect to the wastewater treatment plant ROWP RAJA Mangalia,0,,Absence of  waste water treatment ,P,,ROWP_60605_01,ROWP 23 August
3035,26865,,0,,5500,20171231,20181231,20151231,20161231,2,5312,0,4,0,,Construction of  Wastewater Treatment Plant for Jijila,4,National and local budget,Absence of  waste water treatment ,P,,ROWP_160626_01,ROWP Jijila
3099,26865,,1,EARDF,5000,20201231,20211231,20171231,20181231,2,5000,0,1,,,New WWTP in Dumitra,,,NR,P,,ROWP_33211,ROWP Dumitra
3103,26865,,0,CF,3500,20201231,20211231,20171231,20181231,2,3500,0,0,,,New WWTP in C?ianu Mic,,,NR,P,,ROWP_32820,ROWP Caianu Mic 
3105,26865,,0,CF,2000,20191231,20201231,20161231,20171231,2,2000,0,0,,,New WWTP in ?ieu M?gherus,,,NR,P,,ROWP_34707,ROWP Sieu Magherus
3106,26865,,0,,3059,20171231,20181231,20141231,20151231,2,2790,0,1,,,New WWTP in Ilva Mic?,1,National budget,NR,P,,ROWP_33373,ROWP Ilva Mica
3037,26865,,1,ERDF,5500,20171231,20181231,20151231,20161231,2,5117,0,1,0,,Construction of  Wastewater Treatment Plant for Greci,0,,Absence of  waste water treatment ,P,,ROWP_160449_01,ROWP Greci
3039,26865,,1,CF,5000,20171231,20181231,20151231,20161231,2,5000,0,1,0,,Construction of  Wastewater Treatment Plant for Sulina,0,,Absence of  waste water treatment ,P,,ROWP_159776_01,ROWP SC Aquaserv SA Tulcea - Centrul Operational Sulina
3041,26865,,1,EARDF,5000,20171231,20181231,20151231,20161231,2,4388,0,1,0,,Construction of  Wastewater Treatment Plant for Somova,0,,Absence of  waste water treatment ,P,,ROWP_161311_01,ROWP Somova
3043,26865,,1,CF,5000,20171231,20181231,20151231,20161231,2,4027,0,1,0,,Construction of  Wastewater Treatment Plant for Baneasa,0,,Absence of  waste water treatment ,P,,ROWP_61078_01,ROWP Baneasa 
3045,26865,,0,EARDF,4500,20171231,20181231,20151231,20161231,2,3586,0,0,0,,Construction of  Wastewater Treatment Plant for Cuza Vod?,0,,Absence of  waste water treatment ,P,,ROWP_61149_01,ROWP Cuza Voda
3047,26865,,0,,3600,20171231,20181231,20151231,20161231,2,3529,0,4,0,,Construction of  Wastewater Treatment Plant for Cerna,4,National and local budget,Absence of  waste water treatment ,P,,ROWP_160136_01,ROWP Cerna
3048,26865,,0,,4000,20171231,20181231,20151231,20161231,2,3426,0,4,0,,Construction of  Wastewater Treatment Plant for Frecatei,4,National and local budget,Absence of  waste water treatment ,P,,ROWP_160396_01,ROWP Frecatei
3050,26865,,1,ESF,3500,20171231,20181231,20151231,20161231,2,3266,0,1,0,,Construction of  Wastewater Treatment Plant for Valea Nucarilor,0,,Absence of  waste water treatment ,P,,ROWP_16149_01,ROWP Valea Nucarilor
3052,26865,,1,CF,3500,20171231,20181231,20151231,20161231,2,3066,0,1,0,,Construction of  Wastewater Treatment Plant for Nicolae B?lcescu,0,,Absence of  waste water treatment ,P,,ROWP_62459_01,ROWP Nicolae B?lcescu
3054,26865,,1,CF,3500,20171231,20181231,20151231,20161231,2,2976,0,1,0,,Construction of  Wastewater Treatment Plant for Casimcea,0,,Absence of  waste water treatment ,P,,ROWP_159972_01,ROWP Casimcea
3067,26865,,0,,2500,20171231,20181231,20151231,20161231,2,2049,0,4,0,,Construction of  Wastewater Treatment Plant for Izvoarele,4,National and local budget,Absence of  waste water treatment ,P,,ROWP_160573_01,ROWP Izvoarele
3068,26865,,1,CF,2500,20191231,20201231,20151231,20171231,2,2042,0,1,0,,Construction of  Wastewater Treatment Plant for Sacele,0,,Absence of  waste water treatment ,P,,ROWP_62887_01,ROWP Sacele 
3112,26865,,1,EARDF,1500,20191231,20201231,20161231,20171231,2,1500,0,1,,,New WWTP in Ilva Mare,,,NR,P,,ROWP_33346,ROWP Ilva Mare
3114,26865,,1,CF,3350,20201231,20211231,20171231,20181231,2,2510,0,1,,,New WWTP in Cetate,,,NR,P,,ROWP_32937,ROWP Cetate 
3115,26865,,1,CF,2000,20201231,20211231,20171231,20181231,2,2000,0,1,,,New WWTP in Chiuza,,,NR,P,,ROWP_33131,ROWP Chiuza
3121,26865,,0,,1600,20171231,20181231,20141231,20151231,2,1600,0,1,,,New WWTP in Boc?a,1,National budget,NR,P,,ROWP_140333,ROWP Bocsa
3122,26865,,0,,800,20171231,20181231,20141231,20151231,2,800,0,0,,,New WWTP in Chie?d,0,National budget,NR,P,,ROWP_140510,ROWP Chiesd
3056,26865,,1,CF,3500,20191231,20201231,20151231,20171231,2,2884,0,1,0,,Construction of  Wastewater Treatment Plant for Ostrov,0,,Absence of  waste water treatment ,P,,ROWP_62547_01,ROWP Ostrov
3058,26865,,1,CF,3500,20171231,20181231,20151231,20161231,2,2558,0,1,0,,Construction of  Wastewater Treatment Plant for Rasova,0,,Absence of  waste water treatment ,P,,ROWP_62805_01,ROWP Rasova        
3059,26865,,2,CF,3000,20171231,20181231,20151231,20161231,2,2457,0,2,0,,Construction of  Wastewater Treatment Plant for Carcaliu,0,,Absence of  waste water treatment ,P,,ROWP_159954_01,ROWP Carcaliu
3061,26865,,0,,3000,20171231,20181231,20151231,20161231,2,2356,0,4,0,,Construction of  Wastewater Treatment Plant for Mihai Bravu,4,National and local budget,Absence of  waste water treatment ,P,,ROWP_160840_01,ROWP Mihai Bravu
3063,26865,,0,,2500,20171231,20181231,20151231,20161231,2,2273,0,4,0,,Construction of  Wastewater Treatment Plant for Nufaru,4,National and local budget,Absence of  waste water treatment ,P,,ROWP_161062_01,ROWP Primaria Nufaru
3065,26865,,0,CF,3500,20171231,20181231,20151231,20161231,2,2132,0,0,0,,Construction of  Wastewater Treatment Plant for Chilia Veche,0,,Absence of  waste water treatment ,P,,ROWP_160181_01,ROWP Chilia Veche
3138,26865,,2,CF,3700,20191231,20201231,20161231,20171231,2,3700,0,2,,,New WWTP in B?tarci,,,NR,P,,ROWP_136928,ROWP Batarci 
3148,26865,,0,,3365,20191231,20201231,20161231,20171231,2,3365,0,1,,,New WWTP in gherta Mica,1,National budget,NR,P,,ROWP_137755,ROWP Gherta Mica 
3108,26865,,0,,2000,20201231,20211231,20171231,20181231,2,2000,0,1,,,New WWTP in Rebra,1,National budget,NR,P,,ROWP_33266,ROWP Rebra  
3129,26865,,0,,6200,20191231,20201231,20161231,20171231,2,6200,0,2,,,New WWTP in Bixad,2,National budget,NR,P,,ROWP_137078_01,ROWP Trip
3070,26865,,2,EARDF,2500,20171231,20181231,20151231,20161231,2,2016,0,2,0,,Construction of  Wastewater Treatment Plant for Daeni,0,,Absence of  waste water treatment ,P,,ROWP_160314_01,ROWP Daeni
3072,26865,,0,,3700,20221231,20231231,20201001,20201231,2,3700,0,1,,,New WWTP Sânnicoar?,1,National budget,NR,P,,ROWP_55696_02,ROWP Sannicoara
3074,26865,,0,,2000,20171231,20181231,20141231,20151231,2,2000,0,1,,,New WWTP in C??eiu ,1,National budget,NR,P,,ROWP_56675,ROWP Caseiu 
3075,26865,,0,,3000,20171231,20181231,20141231,20151231,2,3000,0,1,1,World Bank,New WWTP in Bontida,,,NR,P,,ROWP_56229,ROWP Bontida 
3077,26865,,1,EARDF,2500,20171231,20181231,20141231,20151231,2,2500,0,1,,,New WWTP in Cojocna,,,NR,P,,ROWP_57369,ROWP Cojocna
3079,26865,,0,,1500,20171231,20181231,20141231,20151231,2,1500,0,0,,,New WWTP in Iclod,0,National budget,NR,P,,ROWP_58151,ROWP Iclod 
3081,26865,,1,EARDF,2000,20171231,20181231,20141231,20151231,2,2000,0,1,,,New WWTP in Mociu,,,NR,P,,ROWP_58632_01,ROWP Mociu
3083,26865,,0,,2700,20171231,20181231,20141231,20151231,2,2700,0,1,,,New WWTP in Ungura?,1,National Enviromental Funds,NR,P,,ROWP_59899,ROWP Unguras
3084,26865,,1,EARDF,2500,20191231,20201231,20161231,20171231,2,2500,0,1,,,New WWTP in Garbau,,,NR,P,,ROWP_57957,ROWP Garbau 
3086,26865,,1,EARDF,2000,20171231,20181231,20141231,20151231,2,2000,0,1,,,New WWTP in Catcau,,,NR,P,,ROWP_57323,ROWP Catcau 
3088,26865,,0,,3500,20171231,20181231,20141231,20151231,2,2048,0,1,,,New WWTP in C?ianu,1,National Enviromental Funds,NR,P,,ROWP_56363,ROWP Caianu Mic
3089,26865,,1,CF,2100,20191231,20201231,20161231,20171231,2,2100,0,1,,,New WWTP  in Sic,,,NR,P,,ROWP_59416,ROWP Sic (Sic)
3091,26865,,5,CF,20000,20171231,20181231,20141231,20151231,3NP,20000,0,5,,,New WWTP Salva,,,NR,P,,ROWP_32553_02,ROWP Salva
3093,26865,,0,,2700,20201231,20211231,20171231,20181231,2,2700,0,0,,,New WWTP in Lechinta,0,National budget,NR,P,,ROWP_33444,ROWP Lechinta
3095,26865,,2,CF,7000,20201231,20211231,20171231,20181231,2,7000,0,2,,,New WWTP in Feldru,,,NR,P,,ROWP_33257,ROWP Feldru 
3096,26865,,0,EARDF,2200,20201231,20211231,20171231,20181231,2,2200,0,0,,,New WWTP in Teaca,,,NR,P,,ROWP_33328,ROWP Teaca
3098,26865,,0,CF,2000,20201231,20211231,20171231,20181231,2,2000,0,0,,,New WWTP in Nimigea de Jos ,,,NR,P,,ROWP_33998_01,ROWP Nimigea
3131,26865,,2,CF,3100,20191231,20201231,20161231,20171231,2,3100,0,2,,,Extension of the WWTP Medie?u-Aurit,,,NR,P,,ROWP_138093,ROWP Mediesu Aurit 
3135,26865,,0,,2980,20171231,20181231,20141231,20151231,2,2980,0,0,,,New WWTP at Supuru de Jos,0,National budget,NR,P,,ROWP_138930_01,ROWP Supuru
3136,26865,,1,Interreg ROHU,3000,20191231,20201231,20161231,20171231,2,3000,0,1,,,New WWTP in Moftinu,,,NR,P,,ROWP_138217,ROWP Moftinu 
3174,26865,,0,,7110,20171231,20181231,20141231,20151231,2,4900,0,1,,,New WWTP in Salistea de Sus,1,National Enviromental Funds,NR,P,,ROWP_108909,ROWP Salistea de Sus 
3128,26865,,0,,6100,20171231,20181231,20141231,20151231,3NP,6100,0,0,,,New WWTP in Turulung,0,National budget,"Absence of secondary and tertiary treatment for nitrogen and phosphorus removal; 
",P,,ROWP_137773_01,ROWP Turulung
3209,26865,,1,EARDF,2000,20191231,20201231,20161231,20171231,2,2000,0,1,,,New WWTP in Ardusat,1,,NR,P,,ROWP_107010,ROWP Ardusat 
3731,26865,,1,EARDF,3200,20171231,20181231,20141214,20150101,2,2852,0,1,,,Construction of a new Wastewater Treatment Plant ,0,,NR,P,,ROWP_145159_01,ROWP Nocrich
3157,26865,,0,EARDF,2500,20191231,20201231,20161231,20171231,2,2500,0,1,,,New WWTP in Apa,1,,NR,P,,ROWP_136811,ROWP Apa 
3158,26865,,0,,3350,20171231,20181231,20141231,20151231,2,2719,0,1,,,New WWTP Acâ?,1,National Enviromental Funds,NR,P,,ROWP_136722,ROWP Acis 
3160,26865,,2,CF,1300,20191231,20201231,20161231,20171231,2,1300,0,4,,,New WWTP in Doba,2,,NR,P,,ROWP_137620,ROWP Doba
3162,26865,,0,EARDF,3000,20171231,20181231,20141231,20151231,2,2980,0,1,,,New WWTP in Barsau de Sus,0,,NR,P,,ROWP_137112,ROWP Barsau 
3164,26865,,0,,2400,20191231,20201231,20161231,20171231,2,2400,0,1,,,"New WWTP MB in Borle?ti - for Pomi, Borle?ti and Aciua",1,National budget,NR,P,,ROWP_138627,ROWP Pomi 
3165,26865,,2,CF,11500,20201231,20211231,20171231,20181231,3NP,11500,0,2,,,New WWTP  for Repedea-Poienile de sub Munte,,,Absence of UWWTP and IAS,P,,ROWP_108482,ROWP Poienile de Sub Munte
3167,26865,,0,,9000,20191231,20201231,20161231,20171231,2,8126,0,4,,,New WWTP in Busag / T?u?ii M?gher?u?,4,National budget,NR,P,,ROWP_106470,ROWP Busag
3169,26865,,0,,3500,20191231,20201231,20161231,20171231,2,3500,0,2,,,New WWTP for Suciu de Sus,2,National budget,NR,P,,ROWP_109050,ROWP Suciu de Sus 
3170,26865,,4,CF,2900,20191231,20201231,20161231,20171231,2,2900,0,8,,,Extension WWTP for Copalnic M?n??tur ,4,,NR,P,,ROWP_107742,ROWP Copalnic-Manastur 
3172,26865,,5,CF,3000,20191231,20201231,20161231,20171231,2,3000,0,11,,,New WWTP for  Satulung and Col?irea/Ardusat,5,,NR,P,,ROWP_108721,ROWP Satulung 
3218,26865,,0,,2000,20191231,20201231,20161231,20171231,2,2000,0,0,,,New WWTP for Saras?u,0,,NR,P,,ROWP_106639,ROWP Sarasau
3549,26865,,0,,4200,20171231,20181231,20131231,20141231,2,4175,0,2,,,Building of a new wastewater plant ,2,National budget,NR,P,,ROWP_17860_01,ROWP Pietrosani
3181,26865,,2,CF,5900,20171231,20181231,20141231,20151231,2,5900,0,2,,,"New WWTP for Dumbravi?a , Ungura?, Rus, ?indre?ti, C?rbunari  and ?i?e?ti",,,NR,P,,ROWP_108044,ROWP Dumbravita 
3182,26865,,3,CF,2000,20191231,20201231,20161231,20171231,2,2000,0,3,,,New WWTP Bistra,,,NR,P,,ROWP_107289,ROWP Bistra 
3184,26865,,0,EARDF,2300,20171231,20181231,20141231,20151231,2,2300,0,0,,,New WWTP in Stramtura,,,NR,P,,ROWP_109014,ROWP Stramtura
3185,26865,,3,CF,2700,20191231,20201231,20161231,20171231,2,2700,0,3,,,New WWTP for Cup?eni,,,NR,P,,ROWP_107939,ROWP Cupseni
3187,26865,,0,,3500,20191231,20201231,20161231,20171231,2,3500,0,3,,,New WWTP for Cerne?ti,3,National budget,NR,P,,ROWP_107591,ROWP Cernesti
3189,26865,,0,,3000,20191231,20201231,20161231,20171231,2,3000,0,0,,,New WWTP for S?cel,0,,NR,P,,ROWP_108883,ROWP Sacel
3191,26865,,0,,4730,20171231,20181231,20141231,20151231,2,4730,0,0,,,New WWTP for Rozavlea,0,National budget,NR,P,,ROWP_108678,ROWP Rozavlea
3193,26865,,0,,2500,20191231,20201231,20161231,20171231,2,2500,0,2,,,New WWTP for Bude?ti,2,National budget,NR,P,,ROWP_107528,ROWP Budesti 
3194,26865,,0,,2800,20191231,20201231,20161231,20171231,2,2800,0,0,,,New WWTP for C?line?ti,0,,NR,P,,ROWP_107555,ROWP Calinesti 
3196,26865,,0,,2200,20191231,20201231,20161231,20171231,2,2200,0,1,,,New WWTP for S?pân?a ,1,National budget,NR,P,,ROWP_108954,ROWP Sapanta 
3198,26865,,0,,2800,20191231,20201231,20161231,20171231,2,2800,0,0,,,New WWTP for Giule?ti,0,,NR,P,,ROWP_108160,ROWP Giulesti 
3200,26865,,0,,4500,20171231,20181231,20141231,20151231,2,4500,0,0,,,New WWTP in Dragomiresti,0,National budget,NR,P,,ROWP_108026_02,ROWP Dragomiresti
3201,26865,,0,,2800,20191231,20201231,20161231,20171231,2,2800,0,2,,,New WWTP for Reme?i,2,National budget,NR,P,,ROWP_108561,ROWP Remeti 
3203,26865,,0,,2500,20171231,20181231,20141231,20151231,2,2500,0,1,,,New WWTP for Botiza,1,National budget,NR,P,,ROWP_107494,ROWP Botiza 
3205,26865,,2,CF,2200,20191231,20201231,20161231,20171231,2,2200,0,3,,,New WWTP for  Remetea Chioarului-Coa?,2,,NR,P,,ROWP_108507,ROWP Remetea Chioarului
3207,26865,,0,,2000,20171231,20181231,20141231,20151231,2,2000,0,4,,,Extension WWTP in B?iu?,4,National budget,NR,P,,ROWP_107163,ROWP Baiut
3553,26865,,0,,2400,20171231,20181231,20131231,20141231,2,2382,0,0,,,Building of a new wastewater plant ,0,National budget,NR,P,,ROWP_17263_01_01,ROWP Draghici
3554,26865,,0,,7800,20171231,20181231,20131231,20141231,2,7746,0,2,,,Building of a new wastewater plant ,2,National budget,NR,P,,ROWP_18536_01,ROWP Rucar
3225,26865,Wastewater treatment plant is completed but is not functional.,0,,3500,20191231,20200101,20160430,20170101,2,2739,0.57,1,0,,Wastewater treatment plant is completed but is not functional.,0.697,,NR,P,,ROWP_112254_01,ROWP Eselnita
3226,26865,"
",0,,4400,20201231,20210201,20171231,20180106,2,4366,1.93,1,0,,"Wastewater treatment plant is completed but is not functional.
Extension capacity for wastewater treatment plant (1700-4400 p.e.)",1,National and local budget,NR,P,,ROWP_12652_01,ROWP Vinga
3228,26865,,1,CF,5900,20201231,20211231,20130904,20150101,2,5892,0,1,0,,POS I: Construction of wastewater treatment station in Anina town,0,National and local budget,NR,P,,ROWP_50898_01,ROWP SC Aquacaras SA Anina
3230,26865,Wastewater treatment plant is completed but is not functional; wastewater collection system not connected to wastewater treatment plant,0,,3000,20201231,20211231,20100630,20150101,2,1860,0,0,0,,Wastewater treatment plant is completed but is not functional; wastewater collection system not connected to wastewater treatment plant,0,,NR,P,,ROWP_50898_02,ROWP SC Aquacaras SA Anina - Steierdorf
3232,26865,,2,CF,17000,20201231,20211231,20130415,20150101,3NP,16980,1.29,2,0,,POS I: Construction of new wastewater treatment plant in Bocsa town,0,National and local budget,NR,P,,ROWP_50978_02,ROWP SC Aquacaras SA Bocsa 
3601,26865,,1,EARDF,3100,20171231,20181231,20131231,20141231,2,3088,0,1,,,Building of a new wastewater plant and sludge management,0,,NR,P,,ROWP_18340_01,ROWP Ratesti
3618,26865,,0,,5000,20201231,20211231,20150331,20160101,2,4592,0,1,,,Extension of the wastewater treatment plant Bradut,1,Other funds,NR,P,,ROWP_64050_01,ROWP Bradut
3622,26865,,0,,5200,20201231,20211231,20150331,20160101,2,4627,0,1,,,Extension of the wastewater treatment plant Zabala,1,Other funds,NR,P,,ROWP_65057_01,ROWP Zabala
3234,26865,,3,CF,13000,20201231,20211231,20120824,20150101,3NP,11675,1.39,3,0,,"POS I: Construction of wastewater treatment plant in Moldova Noua town
Extension capacity for wastewater treatment station (whit 6000 p.e.)
",0,National and local budget,NR,P,,ROWP_51065_01,ROWP SC Aquacaras SA Moldova Noua
3247,26865,,1,CF,2725,20201231,20211231,20161231,20170109,2,2479,1.47,1,0,,Construction of wastewater treatment plant in Toplet,0.683,National and local budget,NR,P,,ROWP_54396_01,ROWP Toplet
3248,26865,,0,,4000,20191231,20201231,20161231,20170106,2,2785,1.12,1,0,,Construction of wastewater treatment plant in Becicherecu Mic,1,National and local budget,NR,P,,ROWP_155779_01,ROWP Becicherecu Mic
3258,26865,"The contract for the construction of wastewater treatment plants Ciacova and Gataia, financed by POS I, is common; costs are included in Gataia",0,,5500,20201231,20211231,20110224,20150101,2,3000,1.27,1,0,,"POS I: Under construction new sewage treatment plant Ciacova
POIM: Extension capacity for wastewater treatment plant ( 3073 - 5500 p.e.)
Transfer of sewage from Cebza,Macedonia, Obad, Petroman to Ciacova wastewater treatment plant ",1,National and local budget,NR,P,,ROWP_156366_01,ROWP Ciacova
3260,26865,"Wastewater treatment plant is completed but is not running properly; In the revised Master Plan Timis county,Comlosu Mic is included in Comlosu Mare agglomeration",0,,5600,20191231,20201231,20101231,20170630,2,4288,1.34,0,0,,Wastewater treatment plant is completed but is not running properly,0,,NR,P,,ROWP_156446_01,ROWP Comlosu Mare
3261,26865,,1,EARDF,5366,20201231,20211231,20131231,20150101,2,4410,0.93,1,0,,Construction of wastewater treatment plant in Dudestii Vechi,0,National and local budget,NR,P,,ROWP_156721_01,ROWP Dudestii Vechi
3263,26865,"In the revised Master Plan of Timis County, Cerneteaz will be part of the agglomeration Giarmata; loads from Dudestii Vechi and Valcani",1,CF,6750,20201231,20211231,20161231,20170109,2,5470,1.48,2,0,EBRD,Construction of wastewater treatment plant in Cerneteaz for agglomeration Giarmata,0,National and local budget,NR,P,,ROWP_157255_01,ROWP Giarmata - Cerneteaz
3265,26865,,0,EARDF,3740,20201231,20211231,20130404,20150101,2,3735,1.34,1,0,,"Construction of wastewater treatment plant in Jebel - 2204 p.e (FEADR founds)
Extension capacity for wastewater treatment plant ( 2204-3740 p.e; National and local budget founds)",0,National and local budget,NR,P,,ROWP_157433_01,ROWP Jebel
3267,26865,,2,CF,4230,20201231,20211231,20161231,20170109,2,4200,0,3,0,EBRD,POIM: rehabilitation of wastewater treatment plant (4230 p.e.),0,National and local budget,NR,P,,ROWP_157549_01,ROWP Lovrin
3269,26865,"loads from Tomnatic, Gottlob, Vizejdia",0,,5200,20201231,20211231,20130810,20150101,2,3247,0.96,3,0,,"Construction of wastewater treatment plant in Tomnatic ( 5200 p.e.) 
Transfer of sewage from Gottlob and Vizejdia to Tomnatic wastewater treatment plant ",3,National and local budget,NR,P,,ROWP_157567_01,ROWP Tomnatic
3455,26865,,1,CF,3700,20191231,20201231,20151231,20161231,2,3650,0,1,,,Building of a new wastewater plant ,0,,NR,P,,ROWP_101387_01,ROWP Bucsani
3236,26865,,3,CF,14000,20201231,20211231,20120824,20150101,3NP,12750,1.79,3,0,,"POS I: Construction of new wastewater treatment plant
Extension capacity for wastewater treatment station (whit 6000 p.e.)",0,National and local budget,NR,P,,ROWP_51216_02,ROWP SC Aquacaras SA Otelu Rosu
3237,26865,"Wastewater treatment plant is completed but is not functional; loads from Berzovia, Fizes and Ghertenis",0,,4820,20171231,20181231,20090106,20150102,2,2313,1.08,0,0,,Wastewater treatment plant is completed but is not functional,0,,NR,P,,ROWP_51519_01,ROWP Berzovia
3239,26865,,0,,2209,20201231,20211231,20161231,20170101,2,2003,1.58,1,0,,Construction of wastewater treatment plant in Bozovici,1,National and local budget,NR,P,,ROWP_51582_01,ROWP Primaria Bozovici
3241,26865,,0,EARDF,3046,20171231,20181231,20131231,20150101,2,2196,1.31,1,0,,In execution wastewater treatment plant in Carasova,0.738,National and local budget,NR,P,,ROWP_51813_01,ROWP Carasova
3243,26865,,0,CF,2300,20201231,20211231,20161231,20170109,2,2044,1.3,1,0,,Construction of wastewater treatment plant in Mehadia,0.683,National and local budget,NR,P,,ROWP_53283_02,ROWP Mehadia 
3245,26865,,1,CF,2869,20201231,20211231,20161231,20170109,2,2627,2.09,1,0,,Construction of wastewater treatment plant in Teregova,0.683,National and local budget,NR,P,,ROWP_54289_01,ROWP Teregova
3532,26865,,0,,3200,20171231,20181231,20131231,20141231,2,3118,0,1,,,Building of a new wastewater plant ,1,National budget,NR,P,,ROWP_102552_01_01,ROWP Copaceni
3250,26865,"In the revised Master Plan Timis county, township Sandra and Uihei is included in Biled agglomeration. Biled village has applied for funding through the EARFD individually. It has not yet approved the financing. ",0,,3500,20191231,20201231,20161031,20170106,2,3312,1.29,0,0,,Construction of wastewater treatment plant in Biled,0,National and local budget,NR,P,,ROWP_155920_01,ROWP Biled
3252,26865,"In the revised Master Plan Timis county, township Sandra is included in Biled agglomeration. Sandra village has applied for funding through the EARFD individually for Sandra and Uihei. It has not yet approved the financing. ",0,,3600,20191231,20201231,20161031,20170106,2,2395,1.39,0,0,,Construction of wastewater treatment plant in Sandra,0,National and local budget,NR,P,,ROWP_155939_01,ROWP Sandra 
3254,26865,"In the revised Master Plan Timis county, Iecea Mare is included in Lenauheim agglomeration, but the permit of constructing the treatment system is just for Lenauheim only.",0,,2395,20201231,20211231,20171231,20180109,2,2395,1.67,0,0,,Construction of wastewater treatment plant in Iecea Mare,0,National and local budget,NR,P,,ROWP_156231_01,ROWP Iecea Mare
3256,26865,Wastewater treatment plant is completed but is not functional,0,,5000,20201231,20211231,20161231,20170109,2,5000,1.6,0,0,,Wastewater treatment plant is completed but is not functional,0,,NR,P,,ROWP_156268_01,ROWP Cenad
