uwwState,rptMStateKey,uwwCode,uwwName,uwwBODIncoming,uwwCODIncoming,uwwNIncoming,uwwPIncoming,uwwBODDischarge,uwwCODDischarge,uwwNDischarge,uwwPDischarge,QAflag,Remark
1,CZ,CZ5202-627534-00274879-4/1U,COV Dobruska,261,569,24,5,2,17,6,1, , 
1,CZ,CZ5202-711951-00275191-4/1U,COV Opocno,221,382,27,3,1,7,2,0, , 
1,CZ,CZ5203-633968-26891395-4/1U,COV Dvur Kralove nad Labem,385,1667,,11,10,73,51,6, , 
1,CZ,CZ5204-645168-60109149-4/1U,COV Horice,253,529,35,4,1,11,2,1, , 
1,CZ,CZ5205-651800-48172898-4/1U,COV Chlumec nad Cidlinou,70,119,18,2,2,8,7,0, , 
1,CZ,CZ5205-726583-48172898-4/1U,COV Hradec Kralove,2570,4361,423,61,44,215,121,11, , 
1,CZ,CZ5205-751081-48172898-4/1U,COV Smirice,41,94,11,1,1,5,4,1, , 
1,CZ,CZ5206-657336-00272728-4/1U,COV Jaromer,106,300,31,5,4,27,7,1, , 
1,CZ,CZ5207-659541-60109149-4/1U,COV Jicin,536,1662,141,21,3,34,19,2, , 
1,CZ,CZ5207-669296-00271705-4/1U,COV Kopidlno,27,58,8,1,0,3,1,0, , 
1,CZ,CZ5207-679291-00271730-4/1U,COV Lazne Belohrad,91,191,11,2,1,8,4,0, , 
1,CZ,CZ5207-713007-00272124-4/1U,COV Sobotka - Osek,36,73,9,1,0,3,1,0, , 
1,CZ,CZ5208-607614-00274739-4/1U,COV Borohradek,13,31,5,1,1,3,1,0, , 
1,CZ,CZ5208-631426-25973495-4/1U,COV Vamberk,265,6897,67,9,17,685,50,7, , 
1,CZ,CZ5208-670197-00274968-4/1U,COV Kostelec nad Orlici,134,361,22,3,1,10,7,2, , 
1,CZ,CZ5208-772429-75055384-4/1U,COV Tyniste nad Orlici,43,97,16,2,16,47,15,2, , 
1,CZ,CZ5209-621684-00272591-4/1U,COV Ceska Skalice - mestska,181,489,48,6,3,19,5,0, , 
1,CZ,CZ5209-648370-48172928-3/2N,VK Hronov,,,,,,,,, , 
1,CZ,CZ5209-701343-48172928-4/1U,COV Nachod,904,2249,131,21,12,73,26,5, , 
1,CZ,CZ5209-710369-00272566-4/1U,COV Cerveny Kostelec,72,141,32,4,3,11,13,2, , 
1,CZ,CZ5209-725323-00272949-4/1U,COV Police nad Metuji,131,395,23,5,2,20,2,1, , 
1,CZ,CZ5210-753823-00271888-4/1U,COV Nova a Stara Paka,207,684,57,9,2,16,4,1, , 
1,CZ,CZ5211-706434-48172928-4/1U,COV Nove Mesto nad Metuji,258,495,41,5,2,17,8,1, , 
1,CZ,CZ5212-707163-48172898-4/1U,COV Novy Bydzov,204,370,30,6,3,10,9,1, , 
1,CZ,CZ5213-741001-25978641-4/1U,COV Rokytnice v Orlickych horach,28,46,,1,0,2,0,0, , 
1,CZ,CZ5213-744107-00275336-4/1U,COV Rychnov nad Kneznou - Habrova,2,6,1,0,0,0,0,, , 
1,CZ,CZ5213-752428-00275417-4/1U,COV Solnice,24,74,11,2,1,8,5,1, , 
1,CZ,CZ5213-761800-00275336-4/1U,COV Rychnov nad Kneznou,121,294,40,5,4,28,9,2, , 
1,CZ,CZ5214-606553-60108711-4/1U,COV Trutnov - Bohuslavice,725,1972,163,18,19,169,63,9, , 
1,CZ,CZ5214-743143-00278238-4/1U,COV Rtyne v Podkrkonosi,119,1917,,5,4,28,0,3, , 
1,CZ,CZ5214-774651-00278386-4/1U,COV Upice,39,136,19,2,2,16,11,1, , 
1,CZ,CZ5214-794180-00278491-4/1U,COV Bobr,52,126,37,3,1,6,3,1, , 
1,CZ,CZ5215-645770-00277908-4/1U,COV Hostinne - Dlouha Louka,42,178,16,3,2,10,6,1, , 
1,CZ,CZ5215-786331-00278475-4/1U,COV Vrchlabi - Podhuri,260,758,63,8,7,47,20,2, , 
1,CZ,CZ5301-681377-60108118-4/1U,COV Ceska Trebova,348,1104,94,12,5,40,10,1, , 
1,CZ,CZ5302-639303-48171590-4/1U,COV Hlinsko v Cechach,799,1890,174,16,7,21,26,1, , 
1,CZ,CZ5303-641146-60108631-4/1U,COV Holice,179,360,49,5,1,15,5,1, , 
1,CZ,CZ5304-638731-48171590-4/1U,COV Hermanuv Mestec,37,86,17,2,1,8,5,1, , 
1,CZ,CZ5304-653799-48171590-4/1U,COV Chrast,69,132,15,1,1,7,9,0, , 
1,CZ,CZ5304-654299-48171590-4/1U,COV Chrudim,353,937,129,13,8,62,39,2, , 
1,CZ,CZ5304-749168-00270903-4/1U,COV Skutec,55,161,22,2,2,10,7,0, , 
1,CZ,CZ5304-770736-48171590-4/1U,COV Tremosnice,75,146,12,1,1,12,5,0, , 
1,CZ,CZ5305-620807-00278637-4/1U,COV Mlynice u Cerevene Vody,94,303,10,1,4,23,5,0, , 
1,CZ,CZ5305-672556-00279072-4/1U,COV Kraliky,30,65,13,4,1,6,4,1, , 
1,CZ,CZ5306-678929-48173398-4/1U,COV Lanskroun,439,173,78,10,5,36,10,1, , 
1,CZ,CZ5307-630292-00276596-4/1U,COV Dolni Ujezd,9,23,3,0,0,1,1,, , 
1,CZ,CZ5307-685747-00276944-4/1U,COV Litomysl,251,560,,9,10,46,0,3, , 
1,CZ,CZ5308-659321-00276791-4/1U,COV Jevicko,108,233,27,3,1,9,14,1, , 
1,CZ,CZ5308-693341-00276987-4/1U,COV Mestecko Trnavka,16,41,5,1,0,2,2,0, , 
1,CZ,CZ5308-698806-00277037-4/1U,COV Moravska Trebova,241,647,53,7,2,30,8,1, , 
1,CZ,CZ5309-624799-60108631-4/1U,COV Dasice,16,38,3,0,0,3,2,0, , 
1,CZ,CZ5309-724947-60108631-4/1U,COV Pohrebacka,59,118,16,2,0,5,5,0, , 
1,CZ,CZ5309-743852-60108631-4/1U,COV Pardubice - Rybitvi - SYNTHESIA,2666,6447,1118,50,106,828,306,9, , 
1,CZ,CZ5310-725358-00277177-4/1U,COV Policka,467,941,61,10,1,18,5,1, , 
1,CZ,CZ5311-734560-60108631-4/1U,COV Prelouc,93,209,25,4,1,12,5,1, , 
1,CZ,CZ5311-765694-60108631-4/1U,COV Chvaletice,23,48,6,1,0,5,3,1, , 
1,CZ,CZ5312-647233-00277444-4/1U,COV Svitavy,347,895,87,11,4,34,17,2, , 
1,CZ,CZ5313-626503-00580902-3/1N,VK Usti nad Orlici,,,,,,,,, , 
1,CZ,CZ5313-628913-00278742-3/1N,VK Dolni Dobrouc,,,,,,,,, , 
1,CZ,CZ5313-628913-00278742-4/1U,COV Dolni Dobrouc,23,61,5,1,0,2,1,0, , 
1,CZ,CZ5313-775274-25945793-4/1U,COV Usti nad Orlici,236,842,63,8,7,40,30,3, , 
1,CZ,CZ5314-603236-48173398-4/1U,COV Chocen,487,860,34,11,2,5,2,0, , 
1,CZ,CZ5314-788228-00279773-4/1U,COV Vysoke Myto,169,440,50,5,4,31,11,2, , 
1,CZ,CZ5315-656194-48173398-4/1U,COV Jablonne nad Orlici,11,102,13,1,3,11,13,1, , 
1,CZ,CZ5315-680656-48173398-4/1U,COV Letohrad,180,408,31,3,4,26,9,1, , 
1,CZ,CZ5315-680664-48173398-3/3N,VK Letohrad,,,,,,,,, , 
1,CZ,CZ5315-794368-60930811-4/1U,COV Zamberk I,44,128,18,2,1,8,5,0, , 
1,CZ,CZ5315-794368-60930811-4/2U,COV Zamberk II,55,131,14,2,1,9,8,1, , 
1,CZ,CZ6101-616958-43383513-4/1U,COV Bystrice nad Pernstejnem,179,428,34,6,2,19,5,1, , 
1,CZ,CZ6102-635537-48173002-4/1U,COV Golcuv Jenikov,28,134,12,3,3,6,6,1, , 
1,CZ,CZ6102-637955-48173002-4/1U,COV Perknov,1732,3684,,39,12,90,16,2, , 
1,CZ,CZ6102-735698-48173002-4/1U,COV Pribyslav,408,163,,2,1,10,11,1, , 
1,CZ,CZ6103-649325-00248266-4/1U,COV Humpolec,689,1195,82,14,11,66,21,1, , 
1,CZ,CZ6104-652831-48173002-4/1U,COV Chotebor,216,573,,6,6,28,0,2, , 
1,CZ,CZ6105-612952-00285668-4/1U,COV Brtnice,14,54,8,1,0,4,1,0, , 
1,CZ,CZ6105-648698-48460915-4/1U,COV Jihlava,1724,2757,246,47,12,126,45,3, , 
1,CZ,CZ6105-688703-00286192-4/1U,COV Luka nad Jihlavou,45,90,14,2,1,5,1,0, , 
1,CZ,CZ6105-725498-48460915-4/1U,COV Polna,72,131,15,4,1,9,2,1, , 
1,CZ,CZ6105-770761-00286753-4/1U,COV Trest,200,371,,3,2,8,0,1, , 
1,CZ,CZ6106-658227-60418885-4/1U,COV Jemnice,60,133,13,2,2,9,3,0, , 
1,CZ,CZ6106-698903-60418885-4/1U,COV Moravske Budejovice,256,539,45,8,5,24,11,1, , 
1,CZ,CZ6107-701564-60418885-4/1U,COV Namest nad Oslavou,63,147,16,2,2,10,3,0, , 
1,CZ,CZ6108-706418-43383513-4/1U,COV Nove Mesto na Morave,218,509,47,6,3,21,3,2, , 
1,CZ,CZ6109-717215-00248789-4/1U,COV Pacov,113,205,22,3,2,10,4,0, , 
1,CZ,CZ6110-662577-00248380-4/1U,COV Kamenice nad Lipou,82,162,,3,2,9,0,1, , 
1,CZ,CZ6110-718912-00248801-4/1U,COV Pelhrimov,999,1611,89,15,26,95,30,3, , 
1,CZ,CZ6110-723002-26048477-4/1U,COV Pocatky,85,146,9,3,1,8,4,1, , 
1,CZ,CZ6110-797154-00249505-4/1U,COV Zirovnice,109,221,15,6,2,11,2,1, , 
1,CZ,CZ6111-679712-48173002-4/1U,COV Ledec nad Sazavou,61,240,21,3,2,9,8,1, , 
1,CZ,CZ6111-700185-48173002-4/1U,COV Svetla nad Sazavou,108,323,24,4,3,16,8,1, , 
1,CZ,CZ6112-765546-00286745-4/1U,COV Telc,89,166,23,5,2,16,4,1, , 
1,CZ,CZ6113-648469-60418885-4/1U,COV Hrotovice,46,99,12,1,1,6,2,0, , 
1,CZ,CZ6113-657506-60418885-4/1U,COV Jaromerice nad Rokytnou,217,384,25,4,2,12,5,0, , 
1,CZ,CZ6113-736562-60418885-4/1U,COV Trebic,948,1828,161,21,13,95,33,3, , 
1,CZ,CZ6113-798762-00290050-4/1U,COV Okrisky,36,78,9,1,1,6,2,0, , 
1,CZ,CZ6114-778214-43383513-4/1U,COV Velka Bites,119,252,23,5,1,10,4,1, , 
1,CZ,CZ6114-779091-43383513-4/1U,COV Velke Mezirici,329,850,60,13,4,33,7,1, , 
1,CZ,CZ6115-637106-43383513-4/1U,COV Zdar nad Sazavou,619,1336,109,16,8,58,23,2, , 
1,CZ,CZ6201-600041-00279889-4/1U,COV Adamov,111,242,78,5,1,9,2,1, , 
1,CZ,CZ6201-605018-49468952-4/1U,COV Blansko,307,649,100,13,5,34,12,2, , 
1,CZ,CZ6201-608262-00280097-4/1U,COV Cerna Hora - Boritov,29,74,,2,2,7,0,1, , 
1,CZ,CZ6201-658154-00280283-4/1U,COV Jedovnice,30,71,,2,1,7,0,1, , 
1,CZ,CZ6201-738905-00280836-4/1U,COV Rajec - Jestrebi,645,288,6,1,126,5,3,0, , 
1,CZ,CZ6202-608327-49468952-4/1U,COV A Boskovice,175,419,54,9,3,25,3,1, , 
1,CZ,CZ6202-677434-00280470-4/1U,COV Kunstat,26,77,9,1,1,4,3,0, , 
1,CZ,CZ6202-680711-00280518-4/1U,COV Letovice,23,54,,1,1,6,0,1, , 
1,CZ,CZ6202-689661-00280615-4/1U,COV Lysice,21,48,,1,1,4,0,1, , 
1,CZ,CZ6202-710415-00280755-4/1U,COV Olesnice,118,211,14,2,1,4,2,, , 
1,CZ,CZ6202-779237-00281247-4/1U,COV Velke Opatovice,104,211,24,4,1,6,2,0, , 
1,CZ,CZ6203-697931-46347275-4/1U,COV Brno - Modrice,9111,24629,2011,246,167,1032,209,14, , 
1,CZ,CZ6204-613584-49455168-4/1U,COV Breclav,929,2298,162,33,11,89,23,1, , 
1,CZ,CZ6204-679119-00283321-4/1U,COV Lanzhot,34,99,15,2,1,8,3,0, , 
1,CZ,CZ6204-679828-49455168-4/1U,COV Lednice,77,182,21,3,1,11,2,0, , 
1,CZ,CZ6204-698792-00283363-4/1U,COV I Moravska Nova Ves,15,29,6,1,0,3,2,0, , 
1,CZ,CZ6204-698792-00283363-4/2U,COV II Moravska Nova Ves,14,28,6,1,0,2,1,0, , 
1,CZ,CZ6204-723835-49455168-4/1U,COV Podivin,44,128,15,2,1,11,4,0, , 
1,CZ,CZ6204-739201-49455168-4/1U,COV Rakvice,78,171,8,1,1,10,1,0, , 
1,CZ,CZ6204-772020-00283631-4/1U,COV Tvrdonice,17,43,8,2,1,4,2,1, , 
1,CZ,CZ6204-776696-49455168-4/1U,COV Valtice,133,287,22,3,2,15,1,1, , 
1,CZ,CZ6204-778672-00283673-4/1U,COV Velke Bilovice,192,353,31,3,3,15,9,1, , 
1,CZ,CZ6205-615161-49454587-4/1U,COV Bucovice,113,326,48,4,2,15,9,1, , 
1,CZ,CZ6206-619001-00284823-4/1U,COV Cejkovice,164,253,14,2,1,6,2,0, , 
1,CZ,CZ6206-628701-49454544-4/1U,COV Dolni Bojanovice,26,64,12,1,1,5,1,0, , 
1,CZ,CZ6206-633585-00284882-4/1U,COV Dubnany,85,184,21,3,1,10,2,0, , 
1,CZ,CZ6206-640417-49454544-4/1U,COV Hodonin,1134,2033,195,28,11,85,30,3, , 
1,CZ,CZ6206-694142-00285102-4/1U,COV Mikulcice,38,91,9,1,0,3,1,0, , 
1,CZ,CZ6206-700444-00285145-4/1U,COV Mutenice,54,108,17,2,0,4,3,1, , 
1,CZ,CZ6206-734021-00285226-4/1U,COV Prusanky,38,84,15,2,1,6,4,1, , 
1,CZ,CZ6206-739901-49454544-4/1U,COV Ratiskovice,44,115,20,2,1,9,3,0, , 
1,CZ,CZ6207-649864-49455168-4/1U,COV Hustopece,126,369,36,7,2,21,2,1, , 
1,CZ,CZ6207-664359-00283258-4/1U,COV Klobouky u Brna,39,110,9,1,0,5,1,0, , 
1,CZ,CZ6207-667455-49455168-4/1U,COV Kobyli,53,102,8,1,1,4,1,0, , 
1,CZ,CZ6207-779245-49455168-4/1U,COV Velke Pavlovice,109,219,10,1,1,7,1,0, , 
1,CZ,CZ6208-629286-00281701-4/1U,COV Dolni Kounice,70,190,,2,0,2,0,0, , 
1,CZ,CZ6208-655741-49458892-4/1U,COV Ivancice,317,580,65,8,1,24,7,1, , 
1,CZ,CZ6209-781304-00282804-4/1U,COV Veverska Bityska,68,245,51,5,1,5,2,1, , 
1,CZ,CZ6210-617270-49454544-4/1U,COV Bzenec,314,649,46,7,3,30,7,0, , 
1,CZ,CZ6210-678431-00285030-4/1U,COV Kyjov,233,583,54,11,3,34,9,1, , 
1,CZ,CZ6210-695157-75833352-4/1U,COV Milotice,106,232,26,3,1,8,2,0, , 
1,CZ,CZ6210-760081-70863890-4/1U,COV Svatoborice-Mistrin,85,201,21,3,1,11,5,1, , 
1,CZ,CZ6210-794961-49454544-4/1U,COV Zdanice,16,48,11,1,1,6,2,1, , 
1,CZ,CZ6211-694193-49455168-4/1U,COV Mikulov,234,554,38,7,2,24,4,1, , 
1,CZ,CZ6212-695378-00293164-4/1U,COV Miroslav,18,36,9,1,1,6,3,1, , 
1,CZ,CZ6212-699128-60418885-4/1U,COV Moravsky Krumlov - Raksice,17,29,4,1,1,3,2,0, , 
1,CZ,CZ6212-699128-60418885-4/2U,COV Moravsky Krumlov - Zamecka,92,174,19,3,1,8,2,0, , 
1,CZ,CZ6213-724866-49455168-4/1U,COV Pohorelice,80,202,24,3,1,12,4,1, , 
1,CZ,CZ6214-766861-49458892-4/1U,COV Tetcice,248,475,77,11,1,30,8,1, , 
1,CZ,CZ6214-792110-00282928-4/1U,COV Zbysov,77,181,23,3,1,5,3,1, , 
1,CZ,CZ6215-648728-49454587-4/1U,COV Hrusky,30,76,12,1,1,6,6,0, , 
1,CZ,CZ6215-750301-49454587-4/1U,COV Slavkov u Brna,124,276,43,4,2,19,13,1, , 
1,CZ,CZ6216-604551-70835004-4/1U,COV Bilovice nad Svitavou,92,201,,3,0,7,3,0, , 
1,CZ,CZ6216-698504-00282120-4/1U,COV Moravany u Brna,81,212,,3,0,3,0,0, , 
1,CZ,CZ6216-712612-00282278-4/1U,COV Orechov,107,181,16,2,0,4,3,0, , 
1,CZ,CZ6216-757438-00282618-4/1U,COV Strelice,40,81,18,2,0,4,3,0, , 
1,CZ,CZ6216-765767-00282677-4/1U,COV Telnice,66,124,17,3,0,6,2,1, , 
1,CZ,CZ6216-773905-00282740-4/1U,COV Ujezd u Brna,62,133,,74,2,4,0,0, , 
1,CZ,CZ6217-614114-49457004-4/1U,COV Brezina u Tisnova,317,708,62,10,0,18,7,1, , 
1,CZ,CZ6217-632104-70965528-4/1U,COV Drasov,55,108,13,2,1,3,0,0, , 
1,CZ,CZ6218-605310-00284769-4/1U,COV Blatnice pod Svatym Antoninkem,33,55,5,1,1,6,1,0, , 
1,CZ,CZ6218-648540-71220925-3/1N,VK Hroznova Lhota - Tasov,,,,,,,,, , 
1,CZ,CZ6218-756652-49454544-4/1U,COV Straznice,149,299,30,4,1,15,4,0, , 
1,CZ,CZ6218-778583-00285447-4/1U,COV Velka nad Velickou,34,92,10,2,1,5,2,1, , 
1,CZ,CZ6218-780723-49454544-4/1U,COV Veseli nad Moravou,138,342,45,5,3,26,7,1, , 
1,CZ,CZ6218-784206-00285480-4/1U,COV Vnorovy,30,72,11,1,0,4,2,0, , 
1,CZ,CZ6219-655848-49454587-4/1U,COV Ivanovice na Hane,37,94,14,1,2,11,9,0, , 
1,CZ,CZ6219-741922-49454587-4/1U,COV Rousinov,75,172,26,2,2,12,6,0, , 
1,CZ,CZ6219-788571-49454587-4/1U,COV Vyskov,565,1250,125,14,11,70,27,2, , 
1,CZ,CZ6220-628123-45671745-4/1U,COV Znojmo,1606,4687,259,41,11,94,25,1, , 
1,CZ,CZ6220-648809-00292877-4/1U,COV Hrusovany nad Jevisovkou,46,105,13,2,1,4,1,0, , 
1,CZ,CZ6220-762016-45671745-4/1U,COV Sanov,38,107,12,1,0,3,2,0, , 
1,CZ,CZ6220-765121-68689420-4/1U,COV Hodonice,50,154,39,2,1,4,1,0, , 
1,CZ,CZ6221-605808-49458841-4/1U,COV Blucina,70,126,18,2,1,5,3,0, , 
1,CZ,CZ6221-738921-00282456-4/1U,COV Rajhrad,105,217,23,2,0,6,2,0, , 
1,CZ,CZ6221-774642-49458841-4/1U,COV Hrusovany u Brna,108,194,20,2,1,4,2,0, , 
1,CZ,CZ6221-796701-49458841-4/1U,COV Zidlochovice,101,167,22,2,0,4,2,0, , 
1,CZ,CZ7101-631949-47674521-4/1U,COV Hranice,357,1066,80,10,6,42,14,2, , 
1,CZ,CZ7102-621901-65138066-4/1U,COV Ceska Ves,416,932,83,10,10,55,32,2, , 
1,CZ,CZ7102-657956-00302708-4/1U,COV Javornik,32,64,7,1,1,3,1,, , 
1,CZ,CZ7102-694410-00303003-4/1U,COV Mikulovice,41,109,10,1,1,4,3,0, , 
1,CZ,CZ7102-781711-00303585-4/1U,COV Vidnava,16,54,3,1,1,3,0,0, , 
1,CZ,CZ7102-793191-00296481-4/1U,COV Zlate Hory,90,105,17,4,2,5,3,1, , 
1,CZ,CZ7103-669091-00288365-4/1U,COV Konice,72,164,15,2,1,7,3,0, , 
1,CZ,CZ7104-684261-47674521-4/1U,COV Lipnik nad Becvou,198,448,34,4,1,10,2,0, , 
1,CZ,CZ7105-685909-00299138-4/1U,COV Litovel,820,1936,81,12,7,28,7,0, , 
1,CZ,CZ7106-686883-47674954-4/1U,COV Lostice - Vlcice,2,4,1,0,0,0,0,, , 
1,CZ,CZ7106-686883-47674954-4/2U,COV Lostice,38,80,12,1,0,3,1,1, , 
1,CZ,CZ7106-698032-47674954-4/1U,COV Mohelnice,214,419,50,5,2,14,11,0, , 
1,CZ,CZ7107-606448-00298697-4/1U,COV Bohunovice,29,54,,1,1,6,0,0, , 
1,CZ,CZ7107-639524-47675772-4/1U,COV Marianske Udoli,40,101,18,2,2,15,9,1, , 
1,CZ,CZ7107-640158-00299189-4/1U,COV Lutin,54,149,24,3,1,8,4,, , 
1,CZ,CZ7107-642061-00248948-4/1U,COV Horka nad Moravou,172,142,18,2,1,5,5,, , 
1,CZ,CZ7107-686921-00635651-4/1U,COV Loucany,7,28,2,0,0,1,0,0, , 
1,CZ,CZ7107-710814-00299308-4/1U,COV Olomouc,3218,6251,544,70,21,224,94,8, , 
1,CZ,CZ7107-763438-00299511-4/1U,COV Stepanov,50,120,,2,1,3,0,0, , 
1,CZ,CZ7107-778281-00299651-4/1U,COV Velka Bystrice,17,36,,0,1,4,0,, , 
1,CZ,CZ7108-670154-00288373-4/2U,COV Kostelec na Hane,52,140,14,3,1,6,7,1, , 
1,CZ,CZ7108-672441-49451723-4/1U,COV Prostejov,1368,3613,307,43,29,192,42,6, , 
1,CZ,CZ7108-703044-00288497-4/1U,COV Nemcice nad Hanou,46,113,10,2,1,4,3,0, , 
1,CZ,CZ7109-612758-00301078-4/1U,COV Brodek u Prerova,40,88,8,2,0,2,2,0, , 
1,CZ,CZ7109-626708-47674521-4/1U,COV Prerov,1296,3041,224,27,11,90,33,2, , 
1,CZ,CZ7109-667897-47674521-4/1U,COV Kojetin,119,314,33,4,3,20,14,0, , 
1,CZ,CZ7109-768014-47674521-4/1U,COV TovaCov,44,103,13,2,1,4,1,0, , 
1,CZ,CZ7110-699080-00296244-4/1U,COV Moravsky Beroun,116,317,13,2,2,8,1,0, , 
1,CZ,CZ7110-763578-47150891-4/1U,COV Sternberk,410,1258,113,17,6,20,10,2, , 
1,CZ,CZ7111-605816-00302368-4/1U,COV Bludov,58,140,,1,0,2,0,0, , 
1,CZ,CZ7111-637203-64610276-4/1U,COV Hanusovice - pivovar a mesto,421,684,13,5,1,7,1,0, , 
1,CZ,CZ7111-682837-00302899-4/1U,COV Libina,296,820,33,8,14,63,6,1, , 
1,CZ,CZ7111-707813-00303089-4/1U,COV Novy Malin,71,182,14,2,0,3,3,0, , 
1,CZ,CZ7111-754528-47674954-4/1U,COV Stare Mesto,32,85,8,1,1,4,1,0, , 
1,CZ,CZ7111-764264-47674954-4/1U,COV Sumperk,744,1833,200,22,16,133,51,3, , 
1,CZ,CZ7111-779083-00303551-4/1U,COV Velke Losiny,36,96,11,1,2,8,5,1, , 
1,CZ,CZ7112-774502-47675772-4/1U,COV Unicov,151,387,41,6,1,17,11,1, , 
1,CZ,CZ7113-726176-00008702-4/1U,COV MEP Postrelmov,3,7,,0,0,0,0,, , 
1,CZ,CZ7113-726176-00303232-4/1U,COV Postrelmov,73,164,18,2,1,4,2,0, , 
1,CZ,CZ7113-789429-47674954-4/1U,COV Zabreh,562,1166,91,13,7,57,12,1, , 
1,CZ,CZ7201-617121-49451871-4/1U,COV Bystrice pod Hostynem,276,686,47,8,6,28,12,1, , 
1,CZ,CZ7202-641057-49451871-4/1U,COV Holesov,340,878,68,9,6,26,17,1, , 
1,CZ,CZ7203-649309-49451871-4/1U,COV Hulin,95,222,24,31,3,15,11,4, , 
1,CZ,CZ7203-654230-49451871-4/1U,COV Chropyne,56,143,18,2,2,9,11,1, , 
1,CZ,CZ7203-669661-49454544-4/1U,COV Korycany,18,48,6,1,1,6,3,1, , 
1,CZ,CZ7203-674834-49451871-4/1U,COV Kromeriz,895,1703,165,28,14,106,31,1, , 
1,CZ,CZ7203-678180-49451871-4/1U,COV Kvasice,19,56,9,1,1,4,4,0, , 
1,CZ,CZ7203-699268-49451871-4/1U,COV Morkovice,20,49,7,1,1,3,4,0, , 
1,CZ,CZ7204-629537-75104181-4/1U,COV Dolni Lhota,55,126,14,2,1,3,2,0, , 
1,CZ,CZ7204-688576-49454561-4/1U,COV Luhacovice,160,403,30,3,5,41,25,2, , 
1,CZ,CZ7204-750077-49454561-4/1U,COV Slavicin,87,261,21,2,0,14,6,1, , 
1,CZ,CZ7205-701572-00284220-4/1U,COV Napajedla,80,183,31,2,1,17,6,1, , 
1,CZ,CZ7205-701572-27465021-4/1U,COV Napajedla - FATRA,2,6,1,0,1,2,1,0, , 
1,CZ,CZ7205-716731-25342665-4/1U,COV Otrokovice,3880,11548,381,65,41,139,33,1, , 
1,CZ,CZ7206-733750-70238880-4/1U,COV Horni a Prostredni Becva,70,169,12,2,3,9,4,1, , 
1,CZ,CZ7206-793787-70238880-4/1U,COV Zubri,667,1554,104,17,13,63,39,5, , 
1,CZ,CZ7207-607983-00290823-4/1U,COV Borsice,26,65,8,1,0,3,3,0, , 
1,CZ,CZ7207-615625-00290866-4/1U,COV Buchlovice,28,61,7,1,0,3,2,0, , 
1,CZ,CZ7207-639907-00290939-4/1U,COV Hluk,50,121,17,2,4,10,4,1, , 
1,CZ,CZ7207-677345-00568023-4/1U,COV Uherske Hradiste - Kunovice,25,50,2,1,0,1,1,0, , 
1,CZ,CZ7207-677345-49453866-4/1U,COV Uherske Hradiste,872,2131,181,28,10,85,34,2, , 
1,CZ,CZ7207-716189-00291200-4/1U,COV Ostrozska Nova Ves,43,111,16,2,0,5,4,0, , 
1,CZ,CZ7207-773131-00291480-4/1U,COV Uhersky Ostroh,37,89,13,2,0,4,2,0, , 
1,CZ,CZ7207-793248-75068664-4/1U,COV Svazku obci Cisty Zlechovsky potok,27,79,11,2,1,3,3,0, , 
1,CZ,CZ7208-600865-00290785-4/1U,COV Banov,15,36,7,1,0,2,4,0, , 
1,CZ,CZ7208-606979-00290807-4/1U,COV Bojkovice,49,119,10,1,1,5,5,0, , 
1,CZ,CZ7208-629839-00290904-4/1U,COV Dolni Nemci,49,103,12,2,1,5,3,1, , 
1,CZ,CZ7208-756113-00291340-4/1U,COV Strani,62,146,19,2,1,6,9,1, , 
1,CZ,CZ7208-772984-00291463-4/1U,COV Uhersky Brod,1402,3019,130,22,4,37,4,1, , 
1,CZ,CZ7208-783897-00291561-4/1U,COV Vlcnov,81,265,15,6,0,2,2,0, , 
1,CZ,CZ7209-613070-49454561-4/1U,COV Brumov - Bylnice,86,186,25,2,1,12,8,1, , 
1,CZ,CZ7209-776319-49454561-4/1U,COV Valasske Klobouky,35,94,27,1,0,10,8,1, , 
1,CZ,CZ7210-664758-47674652-4/1U,COV Kelc,24,59,7,1,1,4,4,1, , 
1,CZ,CZ7210-776432-70238880-4/1U,COV Valasske Mezirici,888,1861,126,20,11,55,17,4, , 
1,CZ,CZ7210-791164-47674652-4/1U,COV Zasova,77,182,17,3,4,15,7,1, , 
1,CZ,CZ7211-750794-00284475-4/1U,COV Slusovice,50,114,14,2,2,6,3,0, , 
1,CZ,CZ7211-783196-49454561-4/1U,COV Vizovice,41,103,13,1,0,7,2,1, , 
1,CZ,CZ7212-636878-70238880-4/1U,COV Halenkov,63,140,15,2,3,8,3,0, , 
1,CZ,CZ7212-646059-00303798-4/1U,COV Hostalkova,24,60,,0,1,3,0,0, , 
1,CZ,CZ7212-646342-70238880-4/1U,COV Hovezi,40,82,9,1,1,4,3,0, , 
1,CZ,CZ7212-663778-00303909-4/1U,COV Karolinka,166,344,33,4,5,22,16,2, , 
1,CZ,CZ7212-734063-00303852-4/1U,COV Jablunka,44,93,,2,1,3,0,0, , 
1,CZ,CZ7212-779016-70238880-4/1U,COV Velke Karlovice,34,63,7,1,1,3,1,0, , 
1,CZ,CZ7212-786764-47674652-4/1U,COV Vsetin,822,1762,192,24,30,75,31,4, , 
1,CZ,CZ7213-635987-49454561-4/1U,COV Zlin,1137,2857,341,28,4,168,97,9, , 
1,CZ,CZ8101-758396-45192588-4/1U,COV Studenka,63,126,18,1,4,25,11,0, , 
